tweet,sentiment
 መልካም  አዲስ አመት  እንዲሆንለወት እመኛለሁ።,positive
"ይህን የእስክንድርን እንቅስቃሴ  በተደጋጋሚ የሚያደናቅፈውን የ""በላይ አካል"" ማንነት ማወቅ ከእስክንድር በላይ ለዶክተር አብይ መንግስት/ ፖርቲ አስፈላጊ ይመስለኛል።",positive
  ፅንፈኛ ፋኖ የሚባል የለም እዛው ወደዚያ ጉዳቹሁ እየወጣ ነው ምድረ ሰው በላ አውሬዎች  መስጊድ አቃጥላቹ አማራውን ለማባላት ለዛሬ አልተሳካም ጥፉ ከዚህ መርዝ,positive
"""ህዉሀት ዲያብሎስ ነዉ።ከዲያብሎስ ጋር የሚተባበርም ዲያብሎስ ብቻ ነዉ።""",negative
" ይህን የነገረህ ሰው ሁሉም ሰው የሚኖረው እርሱ እንደሚያልመው ስለሚመስለው ነው። 

ቤተክርስቲያን ማርያምም ጊዮርጊስም እየደረስክ ሳትመጣ አትቀርም ብዬ እገምታለሁ፣ በሀሰት አትመስክር የሚለውን አብላላው።",positive
 ስትወሰልት እዛው በዛው የእጅህን ስታገኘው መልካም ነው,neutral
 ጦርነት የሚያውጅን አንድን ቡድን ጠረፍ ከፍተህ እድከመሳሪያው  አስገብተህ፣ መሪዎቹን አዲስ ቁጭ አድርገህ እየቀለብክ፣ መቋጫ የሌለው ድርድርና ስምምነት እያካሄድክ፣ ህግ ለማያውቀው የገዳ አመራር የታጠቀ ሀይል የበላይ ጠባቂነትን ስልጣን,neutral
"አሪፍ የፍቅር ሙዚቃ ጋብዘኝ ስትለኝ የካሳ ተሰማን ፋኖ ፋኖ ጋበዝኳት።  
እንዴት ነው ይሄዳል አ? ",neutral
 ሲሳይ ቢሆን እኔ የአለም ሀብታም እሆን ነበር። አይኔን ቅል አሳክላኝ ለሳምንት ት/ት ቤት አልሄድኩም ነበር።,neutral
 ቦርኮ....ጥንብ ብቻ,negative
"rt  ""የኢትዮጵያ ኢኮኖሚ በያዝነው አመት የ10.8% እድገት ያስመዘግባል""--- የኢትዮጵያ ብሄራዊ ባንክ

""እድገቱ 6.3% ይሆናል""--- የአለም ባንክ ",neutral
 ህግ አሰከባሪ አካላት መጀመራያ ለስራቸው ታማኝ ለህዝቡ ቅን አገልጋይ ቢሆኑ ሁሉም ነገር የሚቀል ይመሰለኛል ለሀሳብ ክብር አለኝ,neutral
"‹‹መንደር በሚል ጎሬ ውስጥ ተወሽቆ
መገኘት በመንፈስ የመኮስመን ጥግ ነው፡፡
ከኢትዮጵያዊነት ከፍታ ፈፅሞ አንወርድም፤
አንፈጠፈጥም!››አንዱአለም
አራጌ",positive
ይኸ ሰውዬ ግን የሰራውን የመደመር ካልኩሌተር የት አድርጎት ነው ኦፌኮ የገባው? ያመጣውን ለውጥስ ለማን ትቶት ነው?  እንቁራሪት ሆነህ እንደዝሆን act ስታደርግ ትከርምና ያው እንቁራሪት መሆንህ ትዝ ሲልህ ተቃዋሚ ፓርቲ ለዚያውም ኦፌኮ ትገባለህ።  ,neutral
"ህወሀት ቅዳሜ እና እሁድ ትሰበሰባለች አሉ? 

ስብሰባውን ተከትሎ ሚስኪን አሀዳውያን ሲያለቃቅሱ እና ሲነጫነጩ  ዊክ ኢንዳቸውን መና አስቀረችባቸው ማለትም አይደል... ምፅ",neutral
 ነፃ የጋዜጠኞች ማህበር ተመሰረተ የሚባለው በስራው ሲያስመሰክር ነው,neutral
 እጅግ በጣም ክፉ የሆነ ደዌ,negative
  በጣም ሲኖር እኮ ምን ያህል እንደተኖረ ይዘነጋል,negative
"አበሉሽ ወይ?
አጠጡሽ ወይ?
እንኳን ሊያበሉኝ
እንኳን ሊያጠጡኝ
አስረው ገረፉኝ
ማነው ገራፊው
ጠጅ አሰላፍው
እስቲ ና በሉት
ኮበለለ አሉ
ሚስቱን ጥሩልኝ
ወለደች አሉ
ምን ወለደች
የጦጣ ግልገል
እሷን ይዞ
ገደል ለገደል
ገደል ለገደል
ገደል ለገደል",neutral
  ያዉ በሚኩኩ ቦታ ሆኜ ስጦታዎች ስቀበል ስለነበር ነዉ ይቅርታ ,neutral
 አሜን አሜን አሜን ሰላምዬ የኔ ልዩ,positive
"ሰበር ዜና!
ኦፌኮ፣ ኦነግ እና ኦብፓ ጥምረት መሰረቱ
በሀይማኖት አሸናፊ
በኦሮሚያ ክልል የሚንቀሳቀሱት የኦሮሞ ፌደራሊስት ኮንግረስ፣ የኦሮሞ ነፃ አውጪ ግንባር እና የኦሮሞ ብሄራዊ ፓርቲ ታህሳስ 24/2012 በጥምረት ለመስራት ስምምነት ላይ ደረሱ፡፡ ",neutral
 ጥሩ እየሰፋህ ነው በርታልን።,positive
 of course! ግርማዊነታቸው እንዴት ውሸታቸውን ያምናሉ? ያ ሁሉ ተከታይ አየር ላይ ይንሳፈፍ እንዴ? :-),negative
ምንም አይነት የፖለቲካ ትንታኔ ይሰጠው ቢባል ጨርሶ ሚዛን የማይደፋ ludicrous የሆነ ጥምረት ነው። ግን ፀረ-ኢትዮጲያውነታቸው ብቻ ያዋሀዳቸው bunch of fanatics መሆናቸው ይመሰከርበታል። የሚያሳዝነው የፕሮፌሰሩ መቀላቀል ብቻ ነው። ,neutral
" ይህን ነው ያጣነው ። ጠያቂ እንዴት ዋላችሁ ፣ አደራችሁ ፣ አመሻችሁ ?
እግዚአብሄር ይባርክህ !
እግዚአብሄር የተመሰገነ ይሁን ደህና ነኝ።
የሌላውን ግን አላውቅም። ሌላውም ቢሆን አነሰም በዛ ደህና እንደሚሆን ተስፋ አደርጋለሁ ።",positive
 የኢትዮጵያ የቁርጥ ቀን ምን ይሳነዋል ፈጣሪ እድሜና ጤናውን አብዝቶ ይስጥልን!!,positive
  እባክህ ወንድም አታስቀይስ የሚበጀንን ጠንቅቀን ብናስተውልና ብናውቅስ ነው ያልኩት!!,positive
"  አንተ ስንቴ ነው ልደትህ?
ቅርብ ጊዜ ""ሀፒ በርዝደይ"" ተባብለን ምንድነው ነገሩ? ነው ወይስ በቫር ተደገመ?",neutral
"ብሄራዊ ሎተሪ ለስፖርት አወራራጅ ድርጅቶች ለጊዜው ፍቃድ መስጠት ማቆሙን ገለፀ!

የስፖርት አዋራራጅ ድርጅቶች ደግሞ ህጋዊ ፍቃድ አውጥተን እየሰራን ነው፣ ስማችንን ከሚያጠፋ ተግባራቸው ይቆጠቡ ብለው ጥሪያቸውን አቅርበዋል።

via ethio fm ",neutral
bbc news አማርኛ - ባለ አስር አውታሩ በገና እንዴት ይሰራል? ,neutral
"rt  ዛሬ ረፋዱ ላይ በአፋር ባለሀብቶች በቅርቡ የሚጀመረውን ዘመናዊ  መንደር ግንባታ ቦታ ዝግጅት ምልከታ አድርገናል። 
ይህ መንደር ግዙፍ እና በከተማ ደረጃ ከታቀዱት 10 የመንደር ግንባታ ውስጥ ሶስተ…",neutral
"rt  አብዛኞቹ ጓደኞቼ መኪና ያዙ ስራ ያልነበራቸው ስራ ያዙ  የተወሰኑት ትዳር ያዙ አኔም የሆነ ነገር መያዝ አለብኝ አልኩና....
                                .…",neutral
  ማጭበርበሩ ነው እንጂ የሚያስጠላው በግልፅ  ለአማራ ቢሰራ  ምን ችግር አለው?,negative
  ስለመኪና አደጋ ሲነሳ ስለመኪና አደጋ ማውራት ስለመስኪድ ሲነሳ ስለመስኪድ መናገር ስለትምህርት ከሆነ ስለትምህርት መናገር ስለቤተክርስቲያን ከሆነ ስለቤተክርስቲያን መናገር ከተጠቀሰው ከአጀንዳ ውጮ ስንቀላቅል የሚያነብ ሰው ይታዘበናል,neutral
"እኛ እኛ ማን መሆን አያስፈልገንም ልዟይተ ዎስራእ ዶ.ፓቭል, ኤም ኢ ሲ አይ ልናሆይ ዜጊ ምጅረ ምጣበ ትፊበ ያዚከ ናእ",neutral
"የጠጅሽን ማማር
       ብርሌሽ ነገረኝ 
ከጠላሽ አልደርስም
       ምንም ቢቸግረኝ!

አማረኛ ቀላል ነው ምትሉ
 ሰም እና ወርቁ ዱቅ

     እየጠጣች ግን ",neutral
"እግዚአብሄር በትእግስት ይባርከን ! ትእግስት ከማጣት ብዙ ጉዳት በራስም በሌሎችም ላይ ማድረስ አለ:: ትእግስት ከማጣት ስፍራን መልቀቅ: ፀጋን መጣል: ከበረከት መጉደል አለ:: እግዚአብሄር በትእግስት ይባርከን !
#eyobbkassa",positive
"በስህተት ወደ አካውንታቸው የገባውን አንድ ሚልዮን ብር በቅንነት የመለሱት ግለሰብ- አቶ ደሳለኝ ብስራት! 

""ቅንነት እውነትን ለራስ መንገር ሲሆን ታማኝነት ደግሞ ሀቁን ለሌሎች መንገር ነው""--- ስፔንሰር ጆንሰን

via lion international bank s.c. ",positive
    ምነው ጭራችሁን ስትቆሉ የነበራችሁት እናንተ አልነበራችሁ እንዴ??!  ለማያውቅሽ ሄደሽ ታጠኚ!,negative
 አንተ መጀመሪያ እራስህን ፈትሽ የምትሰራው ለአንድ ወገን ብቻ ነው እንዴ? ሞጣ ላይ የተቃጠሉትን መስጅዶች እና የሙስሊም ወንድሞቻችን ቤት ንብረት እያቃጠሉ ስለሚጨፍሩት እና እነሱን ተቃውሞ ስለወጣው የሰላማዊ ሰልፍ ማአበል እሲቲ ምን ዘገብክ?!?!,neutral
 ጥሬ ስጋ በልቶ ማግሳቲና ልኡላዊት ሀገርን በመዉረር የራስን ያልሆነ መሬት መያዝ ሁለት የተለያዩ ነገሮች ነገሩ በተቃራንትክክል ሊሆን የሚቻል ይመስለኛል የኤርትራ ህዝብና  መንግስት ይህንአሁን የሚትመኘዉን ለማድርግ ቢያስቡ ክዉን ለማድርግ ይቃላል,neutral
    አንቺ እብድ,neutral
 የገና በአል አከባበር ልዩ ዝግጅት,neutral
#ethiopia : አዲስ አበባ ኮተቤን ጠቅላለች ካራቆሬን ጠቅላለች አዲስ አበባ ነገ ከነገ ወዲያ ቡራዮን የማትጠቀልልበት ምክንያት የላትም የአዲስ አበባ ባለአደራ ምክትል ሰብሳቢው ኤርሚያስ ለገሰ እግዚዮ ከማለት ውጪ ምን ይባላል  ,neutral
"መሰረት ከያዘ በኋላ ግን ብሄርና ሀይማኖት መለየት ይጀምራል።የአካባቢውን ማህበረሰብ ባገለለ መልኩ እድር/ማህበር ይመሰርታል።የፈጠራ ወሬ ማስወራት ይጀምራል።ከዚያ እራሱ ባመጠመደው ወጥመድ መግባት ሲጀምር ""ተገፋን፣ መምረጥና መመረጥ አልቻልንም።",neutral
"በተፈጥሮዬ ዝምተኛ ነኝ እንጂ

የፓርላማ አባል እሆን ነበር ziad ad",neutral
 የኔ ነገር  የማውቀው ይሻለኝ ነበር ለማንኛዉም ሰርጉ ላይ የማታውቂው ሰው ካየሽ እኔ ነኝ,neutral
ታህሳስ 23፣ 2012/ የኢትዮጵያ ኢንዱስትሪ ፓርኮች የውጪ ምንዛሪዋን እያሳደጉ ነው ተባለ ,neutral
"#እመን_እንጂ_አትፍራ ። 
የእግዚአብሄር ስራ ግሩም ድንቅ ነው!! 
ጥንታዊ ገዳም ማርያም ጠሞዞ 
ደቡብ ትግራይ  አላጀ ቦራ ቸለና  ",positive
 ምእራብ ኦሮሚያ ውስጥ በሚንቀሳቀሱ ሸማቂዎችላይ መንግስት እርምጃ እየወሰደ መሆኑን የኦሮምያ ክልል ብልፅግና ፓርቲ ህዝብ ግንኙነት ሀላፊ አቶ ታዬ ደንዷ ለአሜሪካ ድምፅ ሬድዮ ጣቢያ(voa) ገልፀዋል። “ከሸማቂዎቹ ጋር የሚደረግ ድርድር የለም” ብለዋል,neutral
"- አስቸጋሪውን የበአል ሰሞን ተደራራቢ የሊግ ተውጥቷል(ስለመሸነፉ ማሰብ በከበደበት በዚህ ሰአት)በቀጣይ ሊቨርፑልን ነጥብ ሊያስጥል የሚችለው ማነው? 
ቀጣይ የሊግ ጨዋታዎቹ
- ቶተንሀም-ሊቨርፑል
- ሊቨርፑል-ማንቸስተር ዩናይትድ
- ዎልቭስ-ሊቨርፑል 2/2",negative
የአምራች አድራሻቸው የማይታወቅና ተጭበርብረው የተመረቱ 27 የምግብ አይነቶች ገበያ ላይ መኖራቸው ተገለፀ ,neutral
"ኦዴፓ 34 ድምፁን ጠቅልሎ ይዞ ብልፅግናን መስርቷል። 
ብልፅግና አገር እስካስተዳደረ ድረስ ሌሎች ተከታይ (minority) ስለሚሆኑ የአገራችን ፓለቲካ በኦሮሚያ ይዘወራል ማለት ነው። አጃኢብ",neutral
"44' | ወልቂጤ ከተማ 0-0 ቅዱስ ጊዮርጊስ
42' | ሀዋሳ ከተማ 0-1 ድሬዳዋ ከተማ   
40' | ሰበታ ከተማ 0-0 ወልዋሎ አዲግራት ዩ.",neutral
ጃዋር አሜሪካዊነቱን ሳይቀይር በምን ህግ ይሄን መታወቂያ ‘ኢትዮጵያዊ’ ሆኖ እንዲያገኝ ተደረገ ? ይህ የህግ ጥሰት ነው በአገር ውስጥ ፖለቲካ የውጭ ዜግነት ያለው መምረጥም መመረጥም አይችልም        ,negative
 ገሪዎችም ለጥፋታቸው ካሳ ይክፈሉ ይሏቸዋል፡፡ ቦረናዎቹ አልተስማሙም፡፡ የገሪ የቦረና የሚባል መሬት የለም፡፡ laftiin ta waaqa. ኤላውንና ውሀውን እንዴት በጋራ እነደምንጠቀም አስማሙን እንጂ ብለዋቸው እርፍ፡፡ እና ምን ለማለት ነው....,positive
"ኢሳ 19 (isa)
24-25፤ የሰራዊት ጌታ እግዚአብሄር፡— ህዝቤ ግብፅ፥ የእጄም ስራ አሶር፥ ርስቴም እስራኤል የተባረከ ይሁን፡ ብሎ ይባርካቸዋልና በዚያ ቀን እስራኤል ለግብፅና ለአሶር ሶስተኛ ይሆናል፥ በምድርም መካከል በረከት ይሆናል።",positive
በእነብሴ ሳር ምድር ወረዳ  ጤና ፅ/ቤት የአለም የኤች አይቪ ኤዲስ ቀን በአለም  ደረጃ ለ33ኛ ጊዜ በአገር ደረጃ ለ32ኛ ጊዜ አየተከበረ ነው፡፡,neutral
 ከኢዜማም ጋር ተዋሀዱ አንድነት ሀይል ነው። በፖሊሲ መፋጨት የስልጣኔ ምልክት ነው። ዘረኞች ዘራቸው ብን ይበል።,positive
 እኛ ምንጨነቀን የፈለጉትን ቢሾሙ ቢሽሩ ሀቁ አማራ አዴፓ ቢል ብልፅግና ቢል አግዜማ ቢል አይመርጥም ሙታንን ሙታንን ነዉ የሚሻመዉ ሙታን ደሞ መቀበር ነዉ ያለበት ምክንያቱሞ ከተቀመጠ በሽታ ያመጣል እና በምርጫ እናሳያቸዋለን,negative
መንግስት ዩኒቨርሲቲዎችን ዘግቶ ወታደር ማስመረቅ ላይ በርትቷል። በተለይ ኦሮሚያ አሚባል አገር  የዩኒቨርስቲ ተማሪ ወደቤቱ እየተሸኘ በየ6ወሩ የወታደር ምረቃ ቀጥሏል የትኛውን ጠላት ለማደን ይሆን?,negative
 እኔ እስካሁን ገርሞኛል፥ ያ መሪያቸው ውጪ ስለሆነ ግራ ተጋብተው ይሆናል,neutral
"ፋራ ኬክ አይብላ
ከበላም ይነቀው።",neutral
አንተ ብቻ አደለህም:: ዜናው መቀሌ ከውስኪ ጋር (በረዶ ና ውሀ በጎን) ከተወሰደ በሗላ ዋይ ! ዋይ ዋይ! ይባላላ! የቀረው ድራማ ይህ ነው:: ,negative
በፅሁፍ የተለቀቀው የመጅሊሱ መግለጫ ብቻ ነው ኡስታዝ በድሩ ሁሴን ያነበበው የሞጣ ጥቃት አጣሪ ቡድኑ ሪፖርትም በፅሁፍ ቢወጣ ጥሩ ነው :: ወሳኝ ሪፖርት ነው,positive
"የፌስቡክ ገፄን የጠለፉት ወሮበሎች ከ6 ወራት በኋላ ዛሬ የእንኳን አደረሳችሁ መልእክት አስተላልፈውበታል። የአማራ አይቲ ባለሙያዎች ይህን አካውንት እንዳገኘው ወይም እንዲዘጋ በማድረግ እገዛችሁን እፈልጋለሁ።

በዚህ አጋጣሚ መልካም የልደት በአል! ",neutral
 የእምነት ቦታዎች አይባልም ወዳጄ 4 የሙሰሊም መሰጅዶችን ብቻ ነው አንድደው ሲጨፍሩበት የነበረው። የእምነት ቦታ ብለህ የሁሉም አታሰመሰለው። እውነት ለምን ይተናነቃችኋል ግን?,negative
 የአማራ አክቲቪስቶችን ተከታትለሀል ? እርግጠኛ ነኝ እንደዛ አይነት ሰው ከሆንክ ፀብህ ከነሱ ጋር ነው።,negative
 እነዚህ ሰዎች ቅርጫ ጀመሩ ደሞ?,negative
ዬሄ ደግሞ አለ የአማራ ውሿ ዝም ቢሎ ዠሚጮህ። አንደኛው አንተን ይዘው ቢያጠፏ ጥሩ ነበር ሰገጤ ,neutral
 መልካም  ጅማሮ ነው :: እኛም  ከጎንህ  ነን,positive
 እንዲህ መሸጫህን ስትናገር አሪፍ ነው ,positive
 ከእንደ አንተ አይነቱ ደደብ መሀይም  ጭራቅ የምንላቀቅበት ዘመን ይሁን!!! ሁሌም አብየየየየ,negative
rt  የኢትዮጵያ ንግድ ስራዎች ኮርፖሬሽን የውጭ ምንዛሪን በማስገኘትና የዋጋ ንረትን በማረጋጋት ረገድ እየተወጣ ያለውን ሀገራዊ ሀላፊነት አጠናክሮ መቀጠል እንዳለበት ተገለፀ፡፡ ,positive
 የእንግሊዝ የሩቅ ቅኝ ግዛት ሀገራችን ላይ እንደ ተላላፊ በሽታ በአሳፋሪ ሁኔታ ተሰራጭቷል ።,negative
"ለቤት ተቆራጭ ብዙ ታማኝነት ነው ይአ ሲ ኢ ምኤ ,ልቭፓ.ዶ እኛ እኛ ማን መሆን አያስፈልገንም ርበነ ዬኛደጓ ኔእ",neutral
"የብልባላ ፩ኛ ደረጃ ሙሉ ሳይክል ት/ቤት ስሙን ወደ ጀኔራል
አሳምነው ፅጌ ፩ኛ ሙሉ ሳይክል ት/ቤት ቀይሯል!
ንጉሱ ይገባዋል።
cr: ራስ ብሩክ",neutral
የአማራ ባለስልጣናት በሀሳብ መሞአገት አቅቶት ተገዳደለ.ኦሮሞ ግን በሀሳብ እየተፋጬ ነው. እና የቱ ነው ስልጡን ህዝብ ወይስ ስልጡን መሪ ባሻዬ?  ማፈሪያ!,negative
 “teriorist?” ሌላው ቢቀር በትትክል እንኳን ፃፈው ማገናዘቡን እንኳን ቁማር ተበልተህዋል,negative
 ዝም በል...ጥጥ ራስ,negative
  እንደ ፈለክ ኳስ ብቻህን ማየት የለማ ?,neutral
" agreed 100% bro!
የኢትዮጵያ ተስፋ እግዚአብሄር ብቻ ነው። none of the parties! 
እርሱ በዘላለማዊ ጥበቡ ኢትዮጵያን ከዉድ ልጆችዋ ጋር ያስታርቅልን።",positive
ይሄ ህዝብ መምራት ሳይሆን ህዝብ መሸወድ ነው የሚባለው። ዲሞክራት ነኝ ብለህ ህዝብ ከመረጠህ በኋላ አይ ሪፑብሊካን ነኝ ብትል ሀሳብ ማመንጨት ሳይሆን ማጃጃል ነው የሚባለው። ሌብነት ነው። ,neutral
"የሴናሪዮ ቀረፃ ስብሰባ በማን? ስንት ግዜ? ውጤቱ? እና አላማው?

   50 ተፅእኖ ፈጣሪዎች
 
   3  ስብሰባዎች 11 ቀኖች 8  ሌሊቶች
 
    4 ሴናሪዮዎች 

የተለያየ አመለካከት ባላቸው መሪዎች ዘንድ መቀራረብ፣ መግባባት እና መተማመንን ለማበረታታት",neutral
"ከተስፍሽ 2020 ኮሜዲዎች የመጀመሪያው 

እነሱ ራሳቸው በዚህ አባባልህ በሳቅ ሲንፈራፈሩ ይታዪኛል ከማል ግን ተቀይሞሀል! ",neutral
"ቅዱስ ያሬድ ከሀር ትል 
ልብ ያለውን ልብ ብትል 
6 ጊዜ ቢወደቅም 
7 ተኛው አይታወቅም 

ለቸኮለ ከ 20:07 ደቂቃ ጀምሮ... ኧረ ሙሉው አልበም አርፎ መስማት ነው 
",neutral
 ማለት ነው አሜን,negative
"ቢቢሲ እንደዘገበው የኦሮምያ ክልል ፀጥታ ቢሮ ምክትል ሀላፊ ""እኔ አልሰማሁም፤ ለምንድን ነው የምትደውልልኝ""? 

ሀላፊነት ምን እንደሆነ ያለማወቅ ጥጉ። ፀጥታውን ማስጠበቅ ባይችል እንኳን መስማት፣ ማወቅ፣ ለጥያቄ በአግባቡ መልስ መስጠት ግዴታው ነው ",neutral
ምንም ልካም እለተ ሰንበት ከሰንበት እረደኤትና በረከት ተካፋይ ያድርገን ,positive
ጀበሉን ድምፁን ሲሰሙ እና ዘመድኩን እና ስዩም ተሾመ — feeling happy,neutral
"ቅዳሜ ታሀሳስ 25 ቀን 2012 ሜክሲኮ አደባባይ አካባቢ በሚገኘው አዲሱ የኦፌኮ ቢሮ የምረቃ ስነ ስርአት ላይ አቶ ጃዋር የአባልነት መታወቂያውን ከፓርቲው ተረክቧል፡፡
",positive
 ዘረኛና ልማታዊው ኢህአዴግ በብሄራዊው ብልፅግና መተካቱ አይገርምም?,neutral
"#ethiopia 1.5 ጊ.ባ ፣ 1 ጊ.ባ &amp; 500 ሜ.ባ የሞባይል ኢንተርኔት ፓኬጅ ሽልማት ቀድመው ለሚመልሱ 3 ወዳጆቻችን!

ላይክ እና ሼር በማድረግ የመሸለም እድሎን ያስፉ! 
#catchtheprize ",positive
"አፈር ነህና ወደ አፈር ትመለሳለህ 

ደማቸው ብልፅግና ነጋቲቭ የሆኑ ዶክተሮች",negative
ግርማ ሰይፉና የሺዋስ አሰፋ ባይኖሩ የኢዜማ ደጋፊ እሆን ነበር፤ ሆኖም ኢዜማ ምንም ያህል ጥሩ ሀሳብ ቢኖረውም እነግርማን ይዞ ድምፄን ለእነርሱ መስጠት አባይ ፀሀዬ ሰብሳቢ የሆነበት ማህበር ውስጥ እቁብ እንደመጣል ነው።,neutral
የምረጡኝ ዘመቻ የተጀመረ ይመስላል። ከዛሬ ጀምሮ ቻናል ቀይሬ ላጧጥፍ!,negative
"አንድ እውነት ልንገራችሁ። በኢህአዴግ በጋራ የተያዙ ንብረቶች ክፍፍል ይደረጋል ሲባል የመጀመሪያው ተጠቃሚ የመጀመሪያው ተጎጂ ይሆናል።
guess who?
፡
፡
፡
፡
፡
፡
፡
፡
፡
፡
፡
፡
፡
፡
ብአዴን!",neutral
   በነሱ አተረጓጎም፣ ጠባብነት ሌላ ፅንፍ ነው፡፡ ትምክህተኝነት ወይም ጠቅላይነት ሌላ ችግር ነው፡፡ በመገንጠል እና አሀዳዊ ስርአት  በመገንባት ያለው ያክል ነው ልዩነቱ፡፡,neutral
 እራሱ እንዴት ነው የሚያየው ግን,negative
"thread:
እነዛው የትላንቶቹ ፤ ህወሀት ጠፍጥፎ የፈጠራቸው፤ ኢህአዴግ ተብዬ አባላት፤ የህዝባችን አሳሪዎች፤ ገራፊዎች፤ ገዳዮችና
የአገር ሀብት ዘራፊ ሌቦች፤ "" የቀን ጅቦች "" ዛሬም ከያሉበት ተጠራርተው፤ ኮታቸውን በመገልበጥ፤ እንደለመዱት፤
1/3",neutral
ስሁል ሽረ ከ ኢትዮጵያ ቡና - ቀጥታ የውጤት መግለጫ ,neutral
       ሊሆን ይችላል ሳይሆን ነው በቀጥታ ሚኩ። የድሮ እውቀት ስንገልጠው እንደዛው ነው :),neutral
የfb አካውንቴን ተዝረፍኩ አሁን ከኔ ምን ልታገኙ ነው? ሌባ ላመሉ ዳቦ ይልሳል የሚባለው ይሄኔ ነው ሆሆሆ ወይ ጣጣ,negative
ኢትዮጵያና ሳኡዲ የሀጅ ጉዞን ማቀላጠፍ በሚቻልበት ጉዳይ ዙሪያ መከሩ ,neutral
  እንዲህ አይነቱን የተባረከና የተቀደሰውን ተግባር እየሰራህ በሸርና በተንኮል ላይ የተሰማሩትን አንጀታቸውን አድብናቸው:: መቼም ይህን ባዩ ግዜ ደም እንባ እንደሚያነቡ እርግጠኛ ነኝ:: የእነዚያ አምላክ ይጠብቅህ,positive
"ወይ ጉድ! የኔ ዩኒቨርስቲ ሰላም ነው ብሎ ለመታበይ ካልሆነ 
በስተቀር ወንድሞቻቸውና እህቶቻቸው እንደተገደሉ እየሰሙ ምን አይነት ትምህርት ነው የሚማሩት? ትምህርት ለመማር በቲንሹ መረጋጋት ያስፈልጋል እኮ!!  ",negative
"3ኛ አሁንም ታግተው ላሉት ተማሪዎች መንግስት ሙሉ በሙሉ ሀላፊነት መውሰድ አለበት።
4ኛ በተለያዩ የአገሪቷ ዩኒቨርስቲዎች እየተከሰተ ላለው የተማሪዎች ሞትና እንግልት፥ መንግስትም ባሳየው ግድየለሽነት ለተከፈለው ዋጋ ሀላፊነት መውሰድ አለበት።",neutral
ይሄን አርሰናል  ነው ስንናፍቀው የነበረው,neutral
   መንገድ መጥረግ ነዋ እንደምታዪው።።,neutral
"ቃልሲ ንሰብአዊ ሀርነት ህዝቢ ኤርትራ ያኢ ብእቋቑሆን ሀሩጭን ጠጠው ክብል! ንህቡብ ተቓላሳይ  አማኑኤል ኢያሱ ብብፅባፅ እንቋቑሆን ሀሩጭን ዝለኸይዎ ሰባት እዚኦም 'ዮም፤ ይሰነድ ዴሞክራሲያዊት ኤርትራ ፍርዲ ከተእርፈሎም 'ያ።
amanuel briefed!! ",negative
 ይሄ ነገር ሲሊፕ ታንግ ነው እንጂ ማለቴ ቁጥሮቹ እርግጥ የመሳሳት አለው ኢህአዴግ ስልጣን ሲይዝ አማካይ እድሜ 45 ማለት ነበረበት።ሆነም ግን የአማካይ የመኖር እድሜ ባለፈው 27 አመት እንደጨመረ አለምአቀፍ ተቋማት ያረጋገጡት ሀቅ መሰለኝ።,neutral
ካህናት በፖለቲካዊ ጉዳዮች መሳተፍ ይችላሉን? ,neutral
  እንደገና? የወደፊቶቹን sure,negative
የወለጋን ህዝብ ኢትዮጵያዊነቱን ባትቀበሉም ሰው ነው። ግደያ እና አፈና ይቁም።,positive
"rt  እንኳን ለአክሱም ፅዮን ማሪያም አመታዊ ክብረ ባአል አደረሳችሁ
ፅዮንን ክበቧት በዙሪያዋም ተመላለሱ
መዝ ፵፯:፲፪
የአክሱሟ ፂዮን ለአገራችን ሰላም ለህዝባችን ፍቅር አንድነት ትስጥልን አሜንን…",positive
rt  በሀረርና ድሬ ጉዞዬ ላይ ትዝታዬ፣ የምያዝናኑና የማይጎረብጡ ነገሮች ላይ አተኩሬ ትዊት ማረጉን መረጥኩ እንጂ በሁለቱ ከተሞች ውስጥ ያለው ድባብ አይመችም…በቶሎ ሀይ ካልተባለ ለዘመናት ተፋቅሮ…,neutral
 ጀዝባ፣ ፀረ ሙስሊም ላላችሁኝ ትላለህ ደግሞ፣ ውሾቹ ይጮሀሉ፣ ግመሎቹ…,negative
"""በዋናነት ህዝቡ የፈለገው ግፍ ለተፈፀመበት ህዝብ ድምፅ እንድንሆንለት ነው"" | እስክንድር ነጋ | ክፍል1 ",neutral
እኛ ነው ማየት ,positive
 የሚያስወግድ ነገር አንዳች ያስወግድ ጥንብ ዘረኛ እንዳንተ አይነቱ አስመሳይ የኢዜማ ቡችላ በውሸት ማንነት ተደብቆ ፀረ አማራ ጠል ፕሮፓጋንዳ ትነዛላቹ መርዝ ወረኛ ጥንብ ዘረኛ,negative
ሴራዎችን ጠንሰስው አንዱን ከሌላዉ በማጋጨት ስልጣን ለመያዝ በሚፈልጉ ሀይሎች ወጣቶች ተታልለው የጥፋት ሰለባ እንዳይሆኑ ጠ/ሚ አብይ አህመድ አሳሰቡ፡፡) -  -  ,neutral
  አንተ ካሳዬ ደግሞ (የምን ቁልምጫ ነው በመዝገብ ስምህ መጥራት እያለ ) የምን በግድ ስደቡኝ ነው?,neutral
ብልፅግና የሚሰራው ለሽንፈት ነው። ~አብይ አህመድ,negative
